职位名称,公司名称,工作地点,参考月薪,学历要求,发布时间,岗位职责
法务主管/高级法务,乐享宝（厦门）网络借贷信息中介服务有限公司,厦门市,0,本科,2019-5-10 14:57,岗位职责1、起草、修改、审核公司各类合同文件和法律文件；2、进行各个项目的商务谈判，起草、修改项目合同；3、为公司业务部门提供法律支持、咨询；4、参与业务谈判、金融产品及流程建设，把控法律风险；...
结算专员,乐享宝（厦门）网络借贷信息中介服务有限公司,厦门市、厦门市思明区,0,本科,2019-5-10 14:57,岗位职责：1、根据客户需求，及时准确完成资金收付操作；2、每日核对银行资金到账及收付数据，确保资金准确；3、核对业务平台之间数据；4、负责填写结算部门分类报表；任职资格：1、财务会计类专业，...
大客户服务专员,中国人寿保险股份有限公司厦门市分公司营业部,厦门市思明区,4500,大专,2019-5-10 14:41,一、任职要求：1、25-35周岁，大学本科学历（经济、金融等相关专业优先）；2、熟练掌握office及相应办公软件；3、细致踏实，具备较强的沟通能力和学习能力，具有金融保险行业从业经验者优先。二、岗位职责：...
ppp中心助理,厦门华楚工程设计有限公司,厦门市思明区,0,,2019-5-10 14:36,工程技术及经济等相关专业，有ppp或者工程管理等经验者优先
投资助理,厦门华楚工程设计有限公司,厦门市思明区,15000,,2019-5-10 14:36,投资助理，工程及经济类。负责对接项目进行可研、提交项目建议书等。
市场专员（金融）,厦门市邦马网络科技有限公司,厦门市、厦门市思明区,7500,大专,2019-5-10 14:33,一、薪资待遇：（带薪培训，100元/天）初级专员：底薪2000+20%提成+五险+ 年终奖金月薪可达5000以上。中级专员：底薪5000+30%提成+五险+ 年终奖金月薪可达8000以上。高级专员：底薪8000+40%提成+五险+年终奖金...
渠道专员,厦门市邦马网络科技有限公司,厦门市、厦门市思明区,7500,大专,2019-5-10 14:33,一、薪资待遇：（带薪培训，100元/天）初级渠道专员：底薪2000+20%提成+五险+ 年终奖金月薪可达5000以上。中级渠道专员：底薪5000+30%提成+五险+ 年终奖金月薪可达8000以上。高级渠道专员：底薪8000+40%提成+...
交易专员,厦门市邦马网络科技有限公司,厦门市思明区,3500,,2019-5-10 14:33,一、岗位职责：1、对国内期货、国际期货、外汇产品进行行业资料的收集和分析，定期形成分析报告；2、对全球宏观经济进行跟踪分析，预测未来经济发展趋势；3、通过研发交易策略，为公司提供交易参考和为客户提...
网销销售（金融）,厦门市邦马网络科技有限公司,厦门市,8000,大专,2019-5-10 14:33,岗位职责：1、该职位为网络销售模式，固定周末双休；2、提供岗前培训一周，带薪培训；3、挖掘优质意向客户资源与客户沟通，达成交易；4、为客户提供专业的理财帮助和投资规划，协助客户办理开户手续。任...
外汇交易助理,厦门市邦马网络科技有限公司,厦门市思明区,7500,无,2019-5-10 14:33,"Don‘t doubt your eyes you‘re not wrongI have not made a mistake, we just want to find talent in different places不要怀疑你的眼睛？你没看错我也没发错？我们就是想在不同的地方找到人才【申请..."
金融交易员,厦门市邦马网络科技有限公司,厦门市思明区,9000,无,2019-5-10 14:33,一、薪资待遇：（带薪培训，100元/天）初级交易员：底薪2000+20%提成+五险+ 年终奖金月薪可达5000以上。中级交易员：底薪5000+30%提成+五险+ 年终奖金月薪可达8000以上。高级交易员：底薪8000+40%提成+五险+年...
外汇经纪人,厦门市邦马网络科技有限公司,厦门市思明区,7500,无,2019-5-10 14:33,岗位职责：（长期有效）1、负责发掘潜在客户和维护现有客户并与目标客户建立良好的关系，有计划的完成销售任务。2、负责为客户及时提供金融理财服务的相关信息。3、利用网络进行产品的销售及推广！岗位要求...
"法务助理
                            [实习]",厦门创拓鑫金融技术服务有限公司,厦门市思明区,5500,大专,2019-5-10 14:01,"一、岗位职责 1、以专业、规范的程序协助银行处理信用卡、信贷、车贷、抵押贷款等逾期未还账款,2、通过电话、信函等方式与相关客户沟通，督促客户及时还款；3、账款催收流程包括：电话催收，信函催收，上门催..."
信用卡催收专员,厦门创拓鑫金融技术服务有限公司,厦门市思明区,10000,高中,2019-5-10 14:01,信用卡催收专员（五险一金、周末双休）职位月薪：无责底薪+目标奖金+满勤奖金+绩效提成（平均待遇可达8000-12000元）岗位职责： 1、协助银行维护客户个人信用； 2、通过电话方式提醒相关用户按期还款，进行...
金融账款逾期电话催收专员（欢迎应届毕业生加入）,厦门创拓鑫金融技术服务有限公司,厦门市思明区,10000,大专,2019-5-10 14:01,"一、岗位职责 1、以专业、规范的程序协助银行处理信用卡、信贷等逾期未还账款,2、通过电话、信函等方式与相关客户沟通，督促客户及时还款；3、账款催收流程包括：电话催收，信函催收，上门催收，诉诸法律，公..."
催收团队主管,厦门创拓鑫金融技术服务有限公司,厦门市思明区,12500,无,2019-5-10 14:01,催收团队主管（五险一金、周末双休）岗位职责：1、制定催收策略方案，主导执行逾期帐款催收工作，确保达成团队业绩目标；　2、完成公司下达的催收任务指标；　3、搭建及强化部门架构，推动团队营运绩效；　...
业务员/客户经理/融资租赁专员,台中银融资租赁（苏州）有限公司厦门分公司,厦门市思明区,7500,大专,2019-5-10 13:58,学历，本科工作年限：1-3年龄：22~30任职要求：1.大学本科及以上学历，金融、商学、财会等相关专业优先；2.有较强的金融风险、财务分析能力；3.具备良好的沟通、协作以及项目管理的能力及沟通能力和谈...
高级投资经理/投资经理,南威软件集团,泉州市,0,本科,2019-5-10 13:41,岗位职责:1、广泛开展项目来源渠道，建立并保持与合作伙伴、主管部门和潜在客户的良好业务关系；2、收集和筛选并购投资项目，进行项目开发及洽谈，对获得的项目资料和信息进行整理筛选；3、负责信息收集，包括...
高级投资经理,南威软件集团,泉州市,15000,本科,2019-5-10 13:41,岗位职责:1、广泛开展项目来源渠道，建立并保持与合作伙伴、主管部门和潜在客户的良好业务关系；2、收集和筛选并购投资项目，进行项目开发及洽谈，对获得的项目资料和信息进行整理筛选；3、负责信息收集，包括...
客户经理  销售,厦门智鸿仁义商务咨询有限公司,厦门市思明区,15000,高中,2019-5-10 11:53,岗位职责： 为新老客户信用卡.理财.贷款，车险、财险、团体险管理和咨询等等业务。 服务项目：代表公司为老客户办理资料变更、新险种咨询销售等服务；银行存款，贷款，信用卡，短期理财办理，股票，基金开户，汽...
供应链渠道销售经理,厦门华创信贸易有限公司,厦门市,9000,无,2019-5-10 11:43,岗位职责1、销售人员职位，在上级的领导和监督下定期完成量化的工作要求，并能独立处理和解决所负责的任务；2、管理客户关系，完成销售任务；3、了解和发掘客户需求及购买愿望，介绍自己产品的优点和特色；4...
（下属子公司）金属产品研究员,厦门象屿股份有限公司,厦门市湖里区,11500,本科,2019-5-10 11:27,任职资格：1、全日制本科以上学历，专业不限，金融经济类优先  2、大宗商品贸易相关行业从业经验优先，具有一定的行业信息渠道资源。  3、具备较强的沟通，数据信息图表处理，及文字组织能力。   工作职...
（下属子公司）农产品研究组长,厦门象屿股份有限公司,厦门市湖里区,11500,本科,2019-5-10 11:27,任职资格：1、有玉米、棉花等农产品成熟的相关研究经验，具备成熟的市场沟通渠道、研究、研投方法论；   2、具备一定的团队建设经验，提升团队整体作战力；   3、具备良好的沟通能力。   工作职责：1、统筹...
（下属子公司）农产品研究专员,厦门象屿股份有限公司,厦门市湖里区,6500,本科,2019-5-10 11:27,岗位职责：  1、对公司主营农产品品种的研究负责，完善农产品研究框架，结合市场热点，完成深度专题报告；  2、从基本面角度出发，发掘负责品种的操作机会，撰写研投方案；  3、开展业务项目拓展工作。 ...
银行渠道信贷专员,世纪晟和（厦门）资产管理有限公司,厦门市思明区,7750,大专,2019-5-10 11:19,招录条件： 1、全职工作；19周岁以上，28周岁以下，大专以上学历（既往有从业经验者条件可适当放宽）；2、专业不限，有经验者优先；3、对金融行业（如贷款，信用卡）和客服感兴趣，乐于学习；4、工作积极，...
证券交易员,厦门市菁策资产管理有限公司,厦门市思明区,7500,大专,2019-5-10 11:12,【岗位职责】（双休每日6.5H）1、A股日内T+0操作，合理利用公司所分配的资金，实现持续稳定的T+0收益；2、每日收盘后与团队自主进行复盘；3、擅长日内短线交易，对证券市场走势进行分析，能独立操作账户...
股票交易员,厦门市菁策资产管理有限公司,厦门市思明区,0,大专,2019-5-10 11:12,1、A股日内T+0操作，合理利用公司所分配的资金，实现持续稳定的T+0收益；2、每日收盘后自主进行复盘、总结3、擅长日内短线交易，对证券市场走势进行分析，能独立操作账户；4、风险意识较强，严格遵守公...
业务助理,厦门市菁策资产管理有限公司,厦门市思明区,4500,大专,2019-5-10 11:12,1、协助业务员对接客户2、开发并维护新老客户3、形象良好福利待遇：1、周末双休、五险一金2、包吃包住3、公司不定期的聚餐、团建活动等面试上班地址：思明区思明区龙虎山路803号...
证券股票经纪人（兼职）,厦门市菁策资产管理有限公司,厦门市思明区,15000,大专,2019-5-10 11:12,证券经纪人任职条件：一：有证券公司从业经验二：证券公司在职人员优先
